x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,label
0,0,0,-0.253512451,-0.112283173,-0.074383094,-0.455431044,-0.346691004,-0.118941216,-0.536910407,-0.61350856,-0.165597427,-0.521040307,-0.832078387,-0.19016455,-0.327484424,-0.656870685,-0.025210474,-0.414141646,-0.784351876,-0.145023491,-0.365337907,-0.547253846,-0.193317202,-0.301598349,-0.437290036,-0.20973216,-0.190270902,-0.685583955,-0.035653026,-0.286020954,-0.829126854,-0.175660698,-0.231483968,-0.533780236,-0.189483129,-0.164134871,-0.43775128,-0.166604202,-0.047756809,-0.692409232,-0.066683867,-0.148450223,-0.837444257,-0.204286101,-0.119707555,-0.526830171,-0.15651205,-0.064852098,-0.419239541,-0.090881915,0.101194225,-0.656150112,-0.105223435,-0.016789683,-0.746222809,-0.191908534,-0.020069026,-0.522825621,-0.162395782,0.027511255,-0.440766244,-0.118447288,fist
0,0,0,-0.252496879,-0.122573264,-0.075475248,-0.450521867,-0.355789002,-0.121364043,-0.535653801,-0.619076331,-0.168885736,-0.515410926,-0.834521751,-0.194743482,-0.320628665,-0.670229913,-0.024440532,-0.407596908,-0.795777891,-0.136829358,-0.356465548,-0.566695317,-0.179842056,-0.295128044,-0.443118017,-0.192470767,-0.181825559,-0.699758636,-0.032547198,-0.276130364,-0.837055826,-0.162876018,-0.222894958,-0.549049692,-0.176139077,-0.159662946,-0.446330297,-0.154947928,-0.037953543,-0.704418356,-0.060479607,-0.135204654,-0.845026528,-0.190046662,-0.110621323,-0.541663952,-0.144772361,-0.062514271,-0.426658628,-0.082722852,0.11214604,-0.662479911,-0.095993627,0.000422461,-0.762925814,-0.178787735,-0.009201383,-0.541071179,-0.149398168,0.03051458,-0.450719135,-0.10618434,fist
0,0,0,-0.260942146,-0.119146145,-0.08541256,-0.466851035,-0.346685551,-0.137803485,-0.557139333,-0.61130571,-0.190204292,-0.521906823,-0.824340314,-0.219263117,-0.327186339,-0.675189274,-0.03309189,-0.41315868,-0.803277187,-0.153354943,-0.365223847,-0.562726554,-0.200407911,-0.305826647,-0.446020194,-0.216207919,-0.186392506,-0.708560493,-0.039200969,-0.281909722,-0.859644929,-0.181818806,-0.231025257,-0.557673648,-0.197900393,-0.170244562,-0.454294085,-0.175477711,-0.041797782,-0.715327693,-0.066097607,-0.144273444,-0.857577902,-0.205654618,-0.118769155,-0.543787925,-0.158356141,-0.069299214,-0.43385737,-0.092366995,0.107687374,-0.674612365,-0.101239091,-0.009643564,-0.759460612,-0.187923877,-0.014810356,-0.532845347,-0.157596819,0.028677251,-0.451370122,-0.112846462,fist
0,0,0,-0.257263021,-0.119933859,-0.082656895,-0.460988922,-0.350824278,-0.1336096,-0.550338848,-0.610959846,-0.185071941,-0.520905466,-0.826258699,-0.214368977,-0.330299555,-0.668041094,-0.03619403,-0.419160977,-0.794204136,-0.154011421,-0.367780792,-0.558003845,-0.197107002,-0.305943003,-0.433334878,-0.209016133,-0.185575264,-0.700319446,-0.0427703,-0.281205854,-0.845378786,-0.179419728,-0.229525152,-0.54880551,-0.191615199,-0.166180895,-0.441408403,-0.168211044,-0.037444092,-0.706781176,-0.069664861,-0.136670715,-0.845072514,-0.206349122,-0.111950655,-0.533367045,-0.159207668,-0.063243202,-0.416137448,-0.094033025,0.115078629,-0.666358256,-0.104489861,0.000144273,-0.758662152,-0.191337316,-0.008321537,-0.533012823,-0.161699652,0.03237171,-0.444814331,-0.117667123,fist
0,0,0,-0.264540412,-0.113760669,-0.075396334,-0.467004904,-0.346451822,-0.118713845,-0.553718937,-0.606423441,-0.163343817,-0.534124577,-0.824777487,-0.185615284,-0.329070739,-0.659520763,-0.021795605,-0.427299704,-0.786148198,-0.139456264,-0.375800285,-0.545580274,-0.189295913,-0.312308753,-0.430394076,-0.20747201,-0.184256612,-0.691852715,-0.031392655,-0.28993535,-0.841809381,-0.165424126,-0.235794043,-0.544636794,-0.180611868,-0.169735249,-0.443983914,-0.161038428,-0.036806468,-0.699399841,-0.061400103,-0.14328387,-0.848860644,-0.194025949,-0.117530868,-0.538367303,-0.14604238,-0.06567181,-0.424676643,-0.082029222,0.116894055,-0.662917793,-0.099214236,-0.000618917,-0.758599505,-0.182564775,-0.008281223,-0.537570857,-0.150820029,0.032664317,-0.453839489,-0.106224596,fist
0,0,0,-0.259637074,-0.119153512,-0.066188566,-0.457649865,-0.359907457,-0.105666823,-0.541232084,-0.617947726,-0.148884069,-0.527153583,-0.832245752,-0.171686077,-0.326843107,-0.659614057,-0.018546049,-0.422158635,-0.792370499,-0.131589202,-0.372474412,-0.55329579,-0.179120376,-0.309910405,-0.432761024,-0.195741009,-0.186403164,-0.689768427,-0.032485774,-0.284605554,-0.839370544,-0.157571946,-0.231973529,-0.549362135,-0.168906496,-0.167769875,-0.445481035,-0.14887723,-0.04084223,-0.695636601,-0.06586212,-0.13881394,-0.84363852,-0.190767649,-0.114218875,-0.536722576,-0.14249454,-0.064315565,-0.420946344,-0.08043288,0.113424113,-0.656537234,-0.106580575,0.001402958,-0.76199174,-0.184678885,-0.008334256,-0.544113679,-0.151699953,0.030242669,-0.456234712,-0.107943881,fist
0,0,0,-0.262698882,-0.134772531,-0.065814424,-0.453637703,-0.363365172,-0.10588616,-0.539830582,-0.615850325,-0.150626474,-0.530002735,-0.829843061,-0.174521044,-0.313395361,-0.671975248,-0.007947884,-0.4229001,-0.79785435,-0.121609202,-0.37026278,-0.563197845,-0.17385342,-0.301587417,-0.443360095,-0.192973346,-0.178240606,-0.698966844,-0.020803271,-0.284609362,-0.848154395,-0.152124852,-0.231833414,-0.556608379,-0.173667637,-0.167605398,-0.446152232,-0.158531455,-0.037039293,-0.703979788,-0.052659465,-0.140379529,-0.851359921,-0.178244275,-0.115429624,-0.545027286,-0.135017051,-0.064923377,-0.41787699,-0.074896159,0.112458722,-0.662529484,-0.092090354,-0.002859253,-0.770472018,-0.168505107,-0.009441754,-0.558587245,-0.137423236,0.032888093,-0.467530709,-0.093904411,fist
0,0,0,-0.257824387,-0.122691125,-0.062558718,-0.454611145,-0.362745456,-0.102322877,-0.544673988,-0.618477031,-0.148346338,-0.526245508,-0.832120108,-0.175047967,-0.323191722,-0.661995841,-0.008105495,-0.422133428,-0.799763226,-0.126621554,-0.372960941,-0.562716294,-0.180074686,-0.308917684,-0.434526592,-0.199257125,-0.184027333,-0.690764822,-0.024164584,-0.287321352,-0.850614889,-0.155852328,-0.234310754,-0.560181248,-0.173063923,-0.168387297,-0.447877788,-0.154440105,-0.037926259,-0.697134896,-0.060211139,-0.14479521,-0.851881065,-0.190095719,-0.117963055,-0.542883546,-0.145262487,-0.064503704,-0.42089234,-0.083010142,0.116540396,-0.65935945,-0.103177188,-0.005580149,-0.766768436,-0.184606338,-0.011865532,-0.548379287,-0.153815982,0.033529084,-0.457246615,-0.110019314,fist
0,0,0,-0.257771173,-0.131419167,-0.064064439,-0.447235583,-0.364504294,-0.104440064,-0.536101939,-0.616178227,-0.150551899,-0.525895226,-0.831921946,-0.177031315,-0.31456058,-0.66770861,-0.007730119,-0.418110684,-0.800088017,-0.122286647,-0.366820804,-0.569103678,-0.173978689,-0.300903049,-0.441304823,-0.191875019,-0.177477533,-0.693538961,-0.022062747,-0.280977756,-0.853312417,-0.153793624,-0.227492858,-0.564078776,-0.174957382,-0.164013602,-0.445090764,-0.158302015,-0.03332339,-0.699512901,-0.055511674,-0.137140196,-0.850043784,-0.181698263,-0.110471982,-0.543446543,-0.140040019,-0.060541386,-0.41408002,-0.080035786,0.119070259,-0.659952662,-0.096180784,0.001728759,-0.768323148,-0.172229651,-0.003797499,-0.55601284,-0.141620937,0.038905804,-0.463283364,-0.098371459,fist
0,0,0,-0.256792349,-0.123867273,-0.06539914,-0.454438851,-0.359769056,-0.105320994,-0.548316767,-0.613804908,-0.150184213,-0.533616094,-0.827553142,-0.174383661,-0.32458231,-0.66834911,-0.012751541,-0.423126918,-0.800837794,-0.129797936,-0.37454871,-0.559644635,-0.181267489,-0.313569048,-0.442779163,-0.199617812,-0.185976906,-0.695164325,-0.026139645,-0.286865747,-0.850371259,-0.159247719,-0.234422385,-0.556392154,-0.177044176,-0.17139613,-0.450603706,-0.158156579,-0.039983955,-0.702632598,-0.058859798,-0.143962752,-0.847112149,-0.187743438,-0.11773683,-0.535501375,-0.142920227,-0.066630159,-0.417915949,-0.080525045,0.114727209,-0.667311307,-0.098676364,-0.005931778,-0.757963046,-0.176920857,-0.010761456,-0.538830271,-0.146066336,0.034272511,-0.455797924,-0.102284616,fist
0,0,0,-0.256112322,-0.120860503,-0.066174058,-0.454168613,-0.358800534,-0.105611799,-0.544215864,-0.615090515,-0.149866021,-0.53033317,-0.829694212,-0.174224695,-0.325312702,-0.671190058,-0.008821108,-0.425629569,-0.798335662,-0.128259075,-0.37704653,-0.560087248,-0.183270651,-0.31172774,-0.443938477,-0.203934643,-0.186453663,-0.69719753,-0.022394284,-0.287641714,-0.851816614,-0.157423459,-0.236351892,-0.557910177,-0.176758664,-0.171864592,-0.449675832,-0.157978307,-0.040939009,-0.703232545,-0.056044733,-0.143872763,-0.846796144,-0.188256273,-0.119725884,-0.534363874,-0.145163351,-0.068946034,-0.417492822,-0.08258216,0.113787296,-0.666537333,-0.096772376,-0.006226379,-0.758119291,-0.178065315,-0.012886255,-0.535818947,-0.148102299,0.032089707,-0.450799728,-0.103959301,fist
0,0,0,-0.256518847,-0.126476483,-0.060072668,-0.448749332,-0.36804886,-0.096786262,-0.537996402,-0.621551147,-0.139590858,-0.52722881,-0.834017848,-0.162616149,-0.318082172,-0.671337866,-0.006922453,-0.423060191,-0.804268016,-0.123373202,-0.374317246,-0.562561303,-0.175475675,-0.310843597,-0.441941251,-0.19404423,-0.179513565,-0.694265891,-0.022899958,-0.285749233,-0.851719692,-0.153968228,-0.233415273,-0.555331569,-0.171223856,-0.169025482,-0.44513336,-0.152332689,-0.033848919,-0.69953963,-0.05812441,-0.141710304,-0.854932123,-0.186887815,-0.117077915,-0.538915396,-0.141846192,-0.065476525,-0.415478433,-0.079361137,0.120383681,-0.662826383,-0.100086619,-0.00136439,-0.762632199,-0.180563527,-0.009114923,-0.53956882,-0.149822686,0.03506892,-0.449410278,-0.105711162,fist
0,0,0,-0.283266268,-0.068523357,-0.038793716,-0.488395286,-0.253932048,-0.070455231,-0.549767271,-0.469191335,-0.112319882,-0.488916928,-0.591949425,-0.135925495,-0.367645321,-0.657177772,0.010836446,-0.466437821,-0.850264002,-0.116609466,-0.422512126,-0.593554335,-0.188934,-0.359729058,-0.452272538,-0.220796545,-0.21846029,-0.700722056,-0.016006578,-0.323764796,-0.934390055,-0.14863237,-0.274075096,-0.612805601,-0.172337812,-0.216354685,-0.472406458,-0.155487259,-0.070160565,-0.719156903,-0.061285756,-0.175269099,-0.908557505,-0.178857152,-0.146784142,-0.585505447,-0.129109438,-0.09028091,-0.438819291,-0.06467906,0.105893982,-0.692450438,-0.112777367,-0.0243974,-0.806132037,-0.178438937,-0.028126013,-0.578759554,-0.139119701,0.018323833,-0.479822338,-0.090907415,fist
0,0,0,-0.267887377,-0.082755726,-0.015078103,-0.447216184,-0.294367714,-0.029391991,-0.44100728,-0.507279332,-0.058536574,-0.333727727,-0.58036349,-0.075385774,-0.346490664,-0.646785324,0.037998851,-0.429179891,-0.859212646,-0.077598384,-0.383665587,-0.628155623,-0.151446637,-0.324422333,-0.446621205,-0.184765209,-0.197791157,-0.689460051,0.003859727,-0.295303263,-0.947417489,-0.123272403,-0.252727368,-0.647282105,-0.159071909,-0.200045026,-0.462011326,-0.149412582,-0.056660404,-0.699767679,-0.04513804,-0.154750479,-0.890403918,-0.154860988,-0.131664252,-0.592719396,-0.119948531,-0.079365205,-0.42125599,-0.064725526,0.114606233,-0.666927124,-0.098171961,-0.015023572,-0.780669802,-0.160370081,-0.013538312,-0.575228516,-0.127952388,0.031517824,-0.471106793,-0.085441236,fist
0,0,0,-0.260189083,-0.074458346,-0.043037944,-0.439474327,-0.280911693,-0.077936613,-0.435149877,-0.492600939,-0.12749235,-0.335082983,-0.608557239,-0.166305722,-0.344773409,-0.661390328,0.022792224,-0.39843547,-0.895305081,-0.098328,-0.381129418,-0.66602275,-0.177753971,-0.335809935,-0.465325533,-0.212907226,-0.193131978,-0.698239577,-0.002972127,-0.259848839,-0.957179974,-0.127613001,-0.246709583,-0.665504867,-0.166186794,-0.207658759,-0.45654168,-0.159175708,-0.045134803,-0.704402474,-0.048192541,-0.123860977,-0.914377152,-0.161810398,-0.124066708,-0.615581785,-0.135974521,-0.088936134,-0.417301774,-0.08586563,0.123163107,-0.665977423,-0.099836994,0.008652861,-0.809262964,-0.17066943,-0.014361757,-0.589596945,-0.145000328,0.012087279,-0.442661134,-0.10580221,fist
0,0,0,-0.265246956,-0.108995564,-0.090305137,-0.481650281,-0.263126796,-0.161764891,-0.57217274,-0.463953932,-0.237012871,-0.544975694,-0.651777134,-0.291415102,-0.317946548,-0.678352359,-0.044110936,-0.405044086,-0.883143143,-0.177178715,-0.370735461,-0.652197911,-0.255152752,-0.319725133,-0.468305799,-0.289716726,-0.182778629,-0.716682989,-0.046831428,-0.272223703,-0.943175141,-0.190564709,-0.243238199,-0.629603393,-0.240342577,-0.200141508,-0.462757073,-0.248310253,-0.047497183,-0.732419951,-0.069370946,-0.138724026,-0.941148621,-0.188932405,-0.12410267,-0.64824955,-0.167689432,-0.080901227,-0.472601468,-0.129083483,0.104949034,-0.689504381,-0.102291713,-0.001612539,-0.847671385,-0.170463653,-0.00938915,-0.640272708,-0.151122012,0.030493363,-0.512237248,-0.121811069,fist
0,0,0,-0.242898058,-0.116655487,-0.094256708,-0.443437348,-0.402229824,-0.16185457,-0.478823574,-0.683009893,-0.23102164,-0.37618287,-0.788737454,-0.275267726,-0.280132767,-0.75347296,-0.052139305,-0.396826288,-0.900364748,-0.178527918,-0.372851176,-0.625393313,-0.22389801,-0.309671676,-0.547852336,-0.242089437,-0.136728509,-0.766971938,-0.05906792,-0.257262319,-0.914923185,-0.200542086,-0.224136045,-0.579195247,-0.200800847,-0.157193621,-0.526458539,-0.169014002,0.009616611,-0.765290584,-0.090375744,-0.107848386,-0.907642097,-0.230929168,-0.099971648,-0.573151466,-0.185853239,-0.032434719,-0.497224932,-0.123637463,0.162578655,-0.727337998,-0.131097152,0.041739734,-0.842523626,-0.212087864,0.033697051,-0.607838774,-0.185426434,0.097676028,-0.525113577,-0.146148133,fist
0,0,0,-0.223761378,-0.108836645,-0.066068876,-0.407875642,-0.376454884,-0.112826684,-0.405062949,-0.666300084,-0.168709365,-0.262196938,-0.782730082,-0.205218357,-0.332557261,-0.696954634,-0.002185929,-0.424283428,-0.895529503,-0.134203135,-0.383978743,-0.643539924,-0.195731853,-0.314253546,-0.559536688,-0.222666451,-0.190858803,-0.732592156,-0.018465133,-0.284522626,-0.908417586,-0.154040152,-0.246826741,-0.603631802,-0.156737381,-0.185178578,-0.54523898,-0.125223673,-0.04640091,-0.738686799,-0.059932746,-0.13585815,-0.884445332,-0.194015445,-0.122047671,-0.567217275,-0.140629128,-0.06084717,-0.490978156,-0.070697672,0.112323916,-0.706768014,-0.109956964,-0.001436311,-0.79711109,-0.183787183,-0.004245842,-0.572750259,-0.149957864,0.05084351,-0.504635224,-0.105505937,fist
0,0,0,-0.21220656,-0.121785846,-0.067433389,-0.388472311,-0.378697056,-0.115822263,-0.358287543,-0.662968281,-0.170938065,-0.193584779,-0.773940099,-0.204809082,-0.342110167,-0.691870643,-0.002292632,-0.440159928,-0.887307015,-0.137642646,-0.394434414,-0.64364197,-0.202875338,-0.322760308,-0.553868708,-0.230733898,-0.200300033,-0.736507164,-0.016882482,-0.302260872,-0.92494548,-0.149722467,-0.263827268,-0.64402346,-0.154001308,-0.198238338,-0.58312627,-0.124219502,-0.057977943,-0.743874518,-0.057038711,-0.150283018,-0.877757408,-0.185123589,-0.134720553,-0.581851485,-0.133972924,-0.068041945,-0.513184416,-0.066916579,0.102064861,-0.708965852,-0.106496484,-0.01464486,-0.782031035,-0.176760348,-0.015272651,-0.574239965,-0.147428675,0.042993658,-0.516733055,-0.107059727,fist
0,0,0,-0.210690245,-0.125149493,-0.054061938,-0.383703061,-0.403385258,-0.092332899,-0.333899831,-0.696766567,-0.139209747,-0.15283337,-0.792034394,-0.166147012,-0.354185035,-0.674354365,-0.00068754,-0.442892558,-0.887219139,-0.129183522,-0.391470858,-0.63973888,-0.195342025,-0.322131719,-0.54444297,-0.227283767,-0.207308068,-0.723906754,-0.01919179,-0.302383048,-0.927723113,-0.142616759,-0.256504713,-0.647963863,-0.144992537,-0.192844141,-0.576101335,-0.118564733,-0.058712669,-0.737341799,-0.060804539,-0.141057946,-0.9115525,-0.174109135,-0.12912398,-0.619621941,-0.116534791,-0.074019087,-0.529441498,-0.051313156,0.104733286,-0.709527231,-0.111790743,0.001869038,-0.794424096,-0.17778842,-0.005412012,-0.591005722,-0.14905421,0.045281435,-0.521489411,-0.112495396,fist
0,0,0,-0.207361527,-0.139308501,-0.057615602,-0.36813717,-0.416225971,-0.102046082,-0.302539788,-0.688783152,-0.154312952,-0.12227411,-0.763925226,-0.188152111,-0.326284189,-0.689243843,-0.013597443,-0.418576577,-0.897762288,-0.137173331,-0.373636955,-0.642113499,-0.203032876,-0.307986457,-0.531902416,-0.236036893,-0.180526331,-0.734861039,-0.029979813,-0.282063911,-0.934480213,-0.146368956,-0.240620159,-0.651202077,-0.147535586,-0.179836949,-0.56303198,-0.123171725,-0.034141936,-0.744129231,-0.068315909,-0.121582728,-0.926245632,-0.171599352,-0.11691067,-0.649936851,-0.118494399,-0.066195803,-0.551863257,-0.060045054,0.123662873,-0.71344182,-0.116410503,0.010193189,-0.812984254,-0.175498336,0.000578305,-0.622923425,-0.149035157,0.051224173,-0.542787448,-0.116307052,fist
